row_index,ABBR,example,D_A,D_B,D_C,D_A_minus_D_B,L1H30_patched_logit_difference,L1H30_indirect_effect,L1H30_normalized_restoration,L1H24_patched_logit_difference,L1H24_indirect_effect,L1H24_normalized_restoration,L7H6_patched_logit_difference,L7H6_indirect_effect,L7H6_normalized_restoration,L3H4_patched_logit_difference,L3H4_indirect_effect,L3H4_normalized_restoration,MLP_L0_patched_logit_difference,MLP_L0_indirect_effect,MLP_L0_normalized_restoration,MLP_L14_patched_logit_difference,MLP_L14_indirect_effect,MLP_L14_normalized_restoration,MLP_L31_patched_logit_difference,MLP_L31_indirect_effect,MLP_L31_normalized_restoration
177,CRP,3,4.4052734375,4.8515625,1.177734375,-0.4462890625,4.8515625,0.0,-0.0,4.880859375,0.029296875,-0.06564551422319474,4.84765625,-0.00390625,0.0087527352297593,4.81640625,-0.03515625,0.0787746170678337,4.6103515625,-0.2412109375,0.5404814004376368,4.8193359375,-0.0322265625,0.07221006564551423,4.8173828125,-0.0341796875,0.07658643326039387
178,CRP,4,4.734375,5.3828125,2.306640625,-0.6484375,5.400390625,0.017578125,-0.02710843373493976,5.33203125,-0.05078125,0.0783132530120482,5.2578125,-0.125,0.1927710843373494,5.318359375,-0.064453125,0.09939759036144578,5.31640625,-0.06640625,0.10240963855421686,5.361328125,-0.021484375,0.03313253012048193,5.373046875,-0.009765625,0.015060240963855422
179,CRP,5,4.69384765625,4.892578125,0.830078125,-0.19873046875,4.884765625,-0.0078125,0.03931203931203931,4.8876953125,-0.0048828125,0.02457002457002457,4.8544921875,-0.0380859375,0.19164619164619165,4.85546875,-0.037109375,0.18673218673218672,4.8388671875,-0.0537109375,0.2702702702702703,4.853515625,-0.0390625,0.19656019656019655,4.853515625,-0.0390625,0.19656019656019655
180,CSA,1,2.189453125,2.1796875,-0.80859375,0.009765625,2.1640625,-0.015625,-1.6,2.1796875,0.0,0.0,2.1953125,0.015625,1.6,2.1953125,0.015625,1.6,2.30859375,0.12890625,13.2,2.18359375,0.00390625,0.4,2.19921875,0.01953125,2.0
181,CSA,2,2.9375,2.69921875,0.0390625,0.23828125,2.640625,-0.05859375,-0.2459016393442623,2.68359375,-0.015625,-0.06557377049180328,2.62890625,-0.0703125,-0.29508196721311475,2.65625,-0.04296875,-0.18032786885245902,2.66796875,-0.03125,-0.13114754098360656,2.65625,-0.04296875,-0.18032786885245902,2.65625,-0.04296875,-0.18032786885245902
182,CSA,3,2.578125,2.578125,-2.736328125,0.0,2.625,0.046875,nan,2.60546875,0.02734375,nan,2.609375,0.03125,nan,2.609375,0.03125,nan,2.3359375,-0.2421875,nan,2.62890625,0.05078125,nan,2.61328125,0.03515625,nan
183,CSA,4,2.8671875,2.8046875,-1.869140625,0.0625,2.78515625,-0.01953125,-0.3125,2.78515625,-0.01953125,-0.3125,2.8125,0.0078125,0.125,2.80859375,0.00390625,0.0625,2.75,-0.0546875,-0.875,2.79296875,-0.01171875,-0.1875,2.78515625,-0.01953125,-0.3125
184,CSA,5,2.02734375,1.88671875,-3.056640625,0.140625,1.90625,0.01953125,0.1388888888888889,1.88671875,0.0,0.0,1.890625,0.00390625,0.027777777777777776,1.8984375,0.01171875,0.08333333333333333,1.5546875,-0.33203125,-2.361111111111111,1.9140625,0.02734375,0.19444444444444445,1.859375,-0.02734375,-0.19444444444444445
185,CSF,1,2.921875,2.88671875,0.9111328125,0.03515625,2.869140625,-0.017578125,-0.5,2.8515625,-0.03515625,-1.0,2.8701171875,-0.0166015625,-0.4722222222222222,2.8544921875,-0.0322265625,-0.9166666666666666,2.8603515625,-0.0263671875,-0.75,2.8544921875,-0.0322265625,-0.9166666666666666,2.85546875,-0.03125,-0.8888888888888888
186,CSF,2,3.017578125,2.966796875,1.23046875,0.05078125,2.982421875,0.015625,0.3076923076923077,2.966796875,0.0,0.0,2.966796875,0.0,0.0,3.017578125,0.05078125,1.0,2.904296875,-0.0625,-1.2307692307692308,2.984375,0.017578125,0.34615384615384615,2.966796875,0.0,0.0
187,CSF,3,2.44140625,2.4296875,0.34375,0.01171875,2.4296875,0.0,0.0,2.4140625,-0.015625,-1.3333333333333333,2.4296875,0.0,0.0,2.4296875,0.0,0.0,2.421875,-0.0078125,-0.6666666666666666,2.4140625,-0.015625,-1.3333333333333333,2.4296875,0.0,0.0
188,CSF,4,2.966796875,2.736328125,0.048828125,0.23046875,2.755859375,0.01953125,0.0847457627118644,2.76953125,0.033203125,0.1440677966101695,2.7890625,0.052734375,0.2288135593220339,2.76953125,0.033203125,0.1440677966101695,2.681640625,-0.0546875,-0.23728813559322035,2.73828125,0.001953125,0.00847457627118644,2.7578125,0.021484375,0.09322033898305085
189,CSF,5,3.1845703125,2.912109375,-0.0859375,0.2724609375,2.966796875,0.0546875,0.2007168458781362,2.935546875,0.0234375,0.08602150537634409,2.951171875,0.0390625,0.14336917562724014,2.966796875,0.0546875,0.2007168458781362,2.982421875,0.0703125,0.25806451612903225,2.966796875,0.0546875,0.2007168458781362,2.947265625,0.03515625,0.12903225806451613
190,CTA,1,5.2294921875,5.7431640625,-2.765625,-0.513671875,5.73046875,-0.0126953125,0.024714828897338403,5.6982421875,-0.044921875,0.08745247148288973,5.7294921875,-0.013671875,0.026615969581749048,5.7294921875,-0.013671875,0.026615969581749048,6.240234375,0.4970703125,-0.967680608365019,5.69921875,-0.0439453125,0.08555133079847908,5.7607421875,0.017578125,-0.034220532319391636
191,CTA,2,5.681640625,4.859375,-0.927734375,0.822265625,4.841796875,-0.017578125,-0.021377672209026127,4.81640625,-0.04296875,-0.052256532066508314,4.841796875,-0.017578125,-0.021377672209026127,4.8125,-0.046875,-0.057007125890736345,5.283203125,0.423828125,0.5154394299287411,4.921875,0.0625,0.07600950118764846,4.87109375,0.01171875,0.014251781472684086
192,CTA,3,6.1396484375,5.087890625,-1.328125,1.0517578125,5.0859375,-0.001953125,-0.0018570102135561746,5.1669921875,0.0791015625,0.07520891364902507,5.13671875,0.048828125,0.04642525533890436,5.1376953125,0.0498046875,0.04735376044568245,5.041015625,-0.046875,-0.04456824512534819,5.134765625,0.046875,0.04456824512534819,5.0859375,-0.001953125,-0.0018570102135561746
193,CTA,4,5.435546875,5.890625,-1.509765625,-0.455078125,5.921875,0.03125,-0.06866952789699571,5.90234375,0.01171875,-0.02575107296137339,5.974609375,0.083984375,-0.18454935622317598,5.93359375,0.04296875,-0.0944206008583691,5.828125,-0.0625,0.13733905579399142,5.888671875,-0.001953125,0.004291845493562232,5.919921875,0.029296875,-0.06437768240343347
194,CTA,5,5.744140625,4.4765625,-2.26953125,1.267578125,4.4609375,-0.015625,-0.012326656394453005,4.49609375,0.01953125,0.015408320493066256,4.46484375,-0.01171875,-0.009244992295839754,4.48046875,0.00390625,0.0030816640986132513,4.7890625,0.3125,0.2465331278890601,4.49609375,0.01953125,0.015408320493066256,4.46484375,-0.01171875,-0.009244992295839754
195,CVA,1,3.0546875,3.03125,-2.029296875,0.0234375,3.109375,0.078125,3.3333333333333335,3.05078125,0.01953125,0.8333333333333334,3.09765625,0.06640625,2.8333333333333335,3.09375,0.0625,2.6666666666666665,2.96484375,-0.06640625,-2.8333333333333335,3.07421875,0.04296875,1.8333333333333333,3.078125,0.046875,2.0
196,CVA,2,2.7890625,2.83203125,-2.52734375,-0.04296875,2.84375,0.01171875,-0.2727272727272727,2.80078125,-0.03125,0.7272727272727273,2.828125,-0.00390625,0.09090909090909091,2.8671875,0.03515625,-0.8181818181818182,2.81640625,-0.015625,0.36363636363636365,2.84765625,0.015625,-0.36363636363636365,2.84765625,0.015625,-0.36363636363636365
197,CVA,3,3.1484375,3.1640625,-0.21484375,-0.015625,3.1640625,0.0,-0.0,3.1640625,0.0,-0.0,3.1640625,0.0,-0.0,3.1640625,0.0,-0.0,3.140625,-0.0234375,1.5,3.1484375,-0.015625,1.0,3.1484375,-0.015625,1.0
198,CVA,4,2.84765625,2.80078125,-2.7587890625,0.046875,2.7578125,-0.04296875,-0.9166666666666666,2.7890625,-0.01171875,-0.25,2.8046875,0.00390625,0.08333333333333333,2.7734375,-0.02734375,-0.5833333333333334,2.703125,-0.09765625,-2.0833333333333335,2.7421875,-0.05859375,-1.25,2.78125,-0.01953125,-0.4166666666666667
199,CVA,5,3.28515625,3.13671875,-0.75,0.1484375,3.15234375,0.015625,0.10526315789473684,3.15234375,0.015625,0.10526315789473684,3.15234375,0.015625,0.10526315789473684,3.140625,0.00390625,0.02631578947368421,3.07421875,-0.0625,-0.42105263157894735,3.15625,0.01953125,0.13157894736842105,3.13671875,0.0,0.0
200,CVI,1,2.166015625,2.513671875,0.33984375,-0.34765625,2.52734375,0.013671875,-0.03932584269662921,2.54296875,0.029296875,-0.08426966292134831,2.529296875,0.015625,-0.0449438202247191,2.591796875,0.078125,-0.2247191011235955,2.666015625,0.15234375,-0.43820224719101125,2.505859375,-0.0078125,0.02247191011235955,2.529296875,0.015625,-0.0449438202247191
201,CVI,2,2.29638671875,0.9453125,-0.8369140625,1.35107421875,0.921875,-0.0234375,-0.01734730755330683,0.921875,-0.0234375,-0.01734730755330683,0.90625,-0.0390625,-0.028912179255511383,0.9140625,-0.03125,-0.023129743404409108,1.36328125,0.41796875,0.3093603180339718,0.90625,-0.0390625,-0.028912179255511383,0.8984375,-0.046875,-0.03469461510661366
202,CVI,3,2.28076171875,2.7900390625,0.466796875,-0.50927734375,2.802734375,0.0126953125,-0.024928092042186004,2.7705078125,-0.01953125,0.038350910834132314,2.75,-0.0400390625,0.07861936720997123,2.740234375,-0.0498046875,0.0977948226270374,3.015625,0.2255859375,-0.4429530201342282,2.76953125,-0.0205078125,0.040268456375838924,2.755859375,-0.0341796875,0.06711409395973154
203,CVI,4,2.52294921875,2.830078125,-0.1015625,-0.30712890625,2.82421875,-0.005859375,0.019077901430842606,2.841796875,0.01171875,-0.03815580286168521,2.814453125,-0.015625,0.05087440381558029,2.845703125,0.015625,-0.05087440381558029,3.265625,0.435546875,-1.4181240063593006,2.82421875,-0.005859375,0.019077901430842606,2.84765625,0.017578125,-0.057233704292527825
204,CVI,5,2.3125,2.48828125,-0.173828125,-0.17578125,2.501953125,0.013671875,-0.07777777777777778,2.48828125,0.0,-0.0,2.462890625,-0.025390625,0.14444444444444443,2.4609375,-0.02734375,0.15555555555555556,2.353515625,-0.134765625,0.7666666666666667,2.494140625,0.005859375,-0.03333333333333333,2.447265625,-0.041015625,0.23333333333333334
205,CVS,1,6.28125,6.26171875,3.26953125,0.01953125,6.134765625,-0.126953125,-6.5,6.2421875,-0.01953125,-1.0,6.20703125,-0.0546875,-2.8,6.484375,0.22265625,11.4,6.203125,-0.05859375,-3.0,6.13671875,-0.125,-6.4,6.2421875,-0.01953125,-1.0
206,CVS,2,5.5107421875,5.705078125,2.9140625,-0.1943359375,5.65234375,-0.052734375,0.271356783919598,5.638671875,-0.06640625,0.3417085427135678,5.63671875,-0.068359375,0.35175879396984927,5.798828125,0.09375,-0.4824120603015075,5.013671875,-0.69140625,3.557788944723618,5.54296875,-0.162109375,0.8341708542713567,5.65625,-0.048828125,0.25125628140703515
207,CVS,3,4.263671875,2.765625,-1.94921875,1.498046875,2.47265625,-0.29296875,-0.19556714471968709,2.52734375,-0.23828125,-0.1590612777053455,2.6875,-0.078125,-0.05215123859191656,3.85546875,1.08984375,0.727509778357236,2.5625,-0.203125,-0.13559322033898305,2.55859375,-0.20703125,-0.13820078226857888,2.7109375,-0.0546875,-0.03650586701434159
208,CVS,4,5.9306640625,5.8359375,2.544921875,0.0947265625,5.755859375,-0.080078125,-0.845360824742268,5.8046875,-0.03125,-0.32989690721649484,5.837890625,0.001953125,0.020618556701030927,6.0078125,0.171875,1.8144329896907216,5.396484375,-0.439453125,-4.639175257731959,5.837890625,0.001953125,0.020618556701030927,5.85546875,0.01953125,0.20618556701030927
209,CVS,5,5.9921875,6.11328125,2.23828125,-0.12109375,6.046875,-0.06640625,0.5483870967741935,6.05859375,-0.0546875,0.45161290322580644,6.0234375,-0.08984375,0.7419354838709677,6.1015625,-0.01171875,0.0967741935483871,5.39453125,-0.71875,5.935483870967742,6.0625,-0.05078125,0.41935483870967744,6.109375,-0.00390625,0.03225806451612903
210,DIC,1,4.333984375,4.673828125,2.69287109375,-0.33984375,4.6396484375,-0.0341796875,0.10057471264367816,4.669921875,-0.00390625,0.011494252873563218,4.73486328125,0.06103515625,-0.17959770114942528,5.0087890625,0.3349609375,-0.985632183908046,4.6884765625,0.0146484375,-0.04310344827586207,4.7587890625,0.0849609375,-0.25,4.6953125,0.021484375,-0.06321839080459771
211,DIC,2,4.064453125,4.279296875,1.5458984375,-0.21484375,4.28515625,0.005859375,-0.02727272727272727,4.2802734375,0.0009765625,-0.004545454545454545,4.25,-0.029296875,0.13636363636363635,4.5693359375,0.2900390625,-1.35,4.294921875,0.015625,-0.07272727272727272,4.3115234375,0.0322265625,-0.15,4.2568359375,-0.0224609375,0.10454545454545454
212,DIC,3,3.81787109375,4.2412109375,1.7421875,-0.42333984375,4.26171875,0.0205078125,-0.04844290657439446,4.2412109375,0.0,-0.0,4.3037109375,0.0625,-0.14763552479815456,4.083984375,-0.1572265625,0.37139561707035756,4.1083984375,-0.1328125,0.3137254901960784,4.3388671875,0.09765625,-0.2306805074971165,4.2724609375,0.03125,-0.07381776239907728
213,DIC,4,3.40087890625,3.5068359375,0.703125,-0.10595703125,3.4912109375,-0.015625,0.14746543778801843,3.521484375,0.0146484375,-0.1382488479262673,3.4755859375,-0.03125,0.29493087557603687,3.4287109375,-0.078125,0.7373271889400922,3.53515625,0.0283203125,-0.2672811059907834,3.47265625,-0.0341796875,0.3225806451612903,3.4990234375,-0.0078125,0.07373271889400922
214,DIC,5,3.51953125,2.333984375,-0.6171875,1.185546875,2.34375,0.009765625,0.008237232289950576,2.421875,0.087890625,0.07413509060955518,2.3515625,0.017578125,0.014827018121911038,2.8994140625,0.5654296875,0.4769357495881384,3.2958984375,0.9619140625,0.8113673805601318,2.421875,0.087890625,0.07413509060955518,2.34375,0.009765625,0.008237232289950576
215,DIP,1,2.49609375,1.7421875,-1.17431640625,0.75390625,1.732421875,-0.009765625,-0.012953367875647668,1.76171875,0.01953125,0.025906735751295335,1.755859375,0.013671875,0.018134715025906734,1.748046875,0.005859375,0.007772020725388601,1.8828125,0.140625,0.18652849740932642,1.78125,0.0390625,0.05181347150259067,1.76171875,0.01953125,0.025906735751295335
216,DIP,2,2.4697265625,2.23828125,-0.43359375,0.2314453125,2.28125,0.04296875,0.18565400843881857,2.2734375,0.03515625,0.1518987341772152,2.2421875,0.00390625,0.016877637130801686,2.2392578125,0.0009765625,0.004219409282700422,2.359375,0.12109375,0.5232067510548524,2.2548828125,0.0166015625,0.07172995780590717,2.240234375,0.001953125,0.008438818565400843
217,DIP,3,2.61328125,3.3212890625,0.7421875,-0.7080078125,3.365234375,0.0439453125,-0.06206896551724138,3.3525390625,0.03125,-0.044137931034482755,3.3681640625,0.046875,-0.06620689655172414,3.3369140625,0.015625,-0.022068965517241378,3.3173828125,-0.00390625,0.005517241379310344,3.353515625,0.0322265625,-0.04551724137931035,3.3681640625,0.046875,-0.06620689655172414
218,DIP,4,3.1875,3.19140625,0.0859375,-0.00390625,3.1767578125,-0.0146484375,3.75,3.1923828125,0.0009765625,-0.25,3.1767578125,-0.0146484375,3.75,3.20703125,0.015625,-4.0,3.17578125,-0.015625,4.0,3.208984375,0.017578125,-4.5,3.1923828125,0.0009765625,-0.25
219,DIP,5,2.5810546875,2.068359375,-0.125,0.5126953125,2.0390625,-0.029296875,-0.05714285714285714,2.021484375,-0.046875,-0.09142857142857143,2.037109375,-0.03125,-0.06095238095238095,2.052734375,-0.015625,-0.030476190476190476,2.11328125,0.044921875,0.08761904761904762,2.037109375,-0.03125,-0.06095238095238095,2.0546875,-0.013671875,-0.02666666666666667
220,DLCO,1,0.84375,0.53515625,-0.046875,0.30859375,0.52734375,-0.0078125,-0.02531645569620253,0.52734375,-0.0078125,-0.02531645569620253,0.5234375,-0.01171875,-0.0379746835443038,0.52734375,-0.0078125,-0.02531645569620253,0.51953125,-0.015625,-0.05063291139240506,0.53515625,0.0,0.0,0.51953125,-0.015625,-0.05063291139240506
221,DLCO,2,1.224609375,0.5546875,-0.14453125,0.669921875,0.5546875,0.0,0.0,0.5625,0.0078125,0.011661807580174927,0.5546875,0.0,0.0,0.57421875,0.01953125,0.029154518950437316,0.65625,0.1015625,0.15160349854227406,0.55078125,-0.00390625,-0.0058309037900874635,0.56640625,0.01171875,0.01749271137026239
222,DLCO,3,1.001953125,0.4296875,-0.125,0.572265625,0.4140625,-0.015625,-0.027303754266211604,0.43359375,0.00390625,0.006825938566552901,0.421875,-0.0078125,-0.013651877133105802,0.40625,-0.0234375,-0.040955631399317405,0.3984375,-0.03125,-0.05460750853242321,0.42578125,-0.00390625,-0.006825938566552901,0.40234375,-0.02734375,-0.04778156996587031
223,DLCO,4,0.83984375,0.56640625,0.142578125,0.2734375,0.56640625,0.0,0.0,0.56640625,0.0,0.0,0.57421875,0.0078125,0.02857142857142857,0.5703125,0.00390625,0.014285714285714285,0.53125,-0.03515625,-0.12857142857142856,0.5546875,-0.01171875,-0.04285714285714286,0.57421875,0.0078125,0.02857142857142857
224,DLCO,5,1.033203125,0.60546875,-0.05859375,0.427734375,0.60546875,0.0,0.0,0.61328125,0.0078125,0.0182648401826484,0.60546875,0.0,0.0,0.609375,0.00390625,0.0091324200913242,0.59375,-0.01171875,-0.0273972602739726,0.609375,0.00390625,0.0091324200913242,0.62109375,0.015625,0.0365296803652968
225,DNR,1,2.505859375,2.6171875,-1.05078125,-0.111328125,2.66796875,0.05078125,-0.45614035087719296,2.6484375,0.03125,-0.2807017543859649,2.66015625,0.04296875,-0.38596491228070173,2.6484375,0.03125,-0.2807017543859649,2.15234375,-0.46484375,4.175438596491228,2.6328125,0.015625,-0.14035087719298245,2.6484375,0.03125,-0.2807017543859649
226,DNR,2,2.92578125,2.5546875,-1.640625,0.37109375,2.546875,-0.0078125,-0.021052631578947368,2.6484375,0.09375,0.25263157894736843,2.515625,-0.0390625,-0.10526315789473684,2.5390625,-0.015625,-0.042105263157894736,2.33984375,-0.21484375,-0.5789473684210527,2.53125,-0.0234375,-0.06315789473684211,2.55078125,-0.00390625,-0.010526315789473684
227,DNR,3,2.751953125,2.91796875,-1.83203125,-0.166015625,2.91796875,0.0,-0.0,2.91015625,-0.0078125,0.047058823529411764,2.90234375,-0.015625,0.09411764705882353,2.9140625,-0.00390625,0.023529411764705882,2.40625,-0.51171875,3.0823529411764707,2.91015625,-0.0078125,0.047058823529411764,2.8984375,-0.01953125,0.11764705882352941
228,DNR,4,3.185546875,2.18359375,-1.767578125,1.001953125,2.140625,-0.04296875,-0.042884990253411304,2.125,-0.05859375,-0.05847953216374269,2.1875,0.00390625,0.003898635477582846,2.16796875,-0.015625,-0.015594541910331383,1.66796875,-0.515625,-0.5146198830409356,2.1484375,-0.03515625,-0.03508771929824561,2.1640625,-0.01953125,-0.01949317738791423
229,DNR,5,2.62109375,2.60546875,-1.1171875,0.015625,2.5625,-0.04296875,-2.75,2.546875,-0.05859375,-3.75,2.58203125,-0.0234375,-1.5,2.59765625,-0.0078125,-0.5,2.1875,-0.41796875,-26.75,2.578125,-0.02734375,-1.75,2.578125,-0.02734375,-1.75
230,DWI,1,4.54296875,4.3046875,0.2578125,0.23828125,4.35546875,0.05078125,0.21311475409836064,4.30078125,-0.00390625,-0.01639344262295082,4.30078125,-0.00390625,-0.01639344262295082,4.234375,-0.0703125,-0.29508196721311475,4.380859375,0.076171875,0.319672131147541,4.29296875,-0.01171875,-0.04918032786885246,4.310546875,0.005859375,0.02459016393442623
231,DWI,2,4.40625,4.32421875,3.81640625,0.08203125,4.34765625,0.0234375,0.2857142857142857,4.30859375,-0.015625,-0.19047619047619047,4.33203125,0.0078125,0.09523809523809523,4.3671875,0.04296875,0.5238095238095238,4.44921875,0.125,1.5238095238095237,4.3203125,-0.00390625,-0.047619047619047616,4.3203125,-0.00390625,-0.047619047619047616
232,DWI,3,4.578125,4.37890625,0.79296875,0.19921875,4.390625,0.01171875,0.058823529411764705,4.3515625,-0.02734375,-0.13725490196078433,4.34765625,-0.03125,-0.1568627450980392,4.3671875,-0.01171875,-0.058823529411764705,4.54296875,0.1640625,0.8235294117647058,4.34765625,-0.03125,-0.1568627450980392,4.34765625,-0.03125,-0.1568627450980392
233,DWI,4,4.458984375,4.037109375,-0.04296875,0.421875,4.064453125,0.02734375,0.06481481481481481,4.076171875,0.0390625,0.09259259259259259,4.076171875,0.0390625,0.09259259259259259,3.98046875,-0.056640625,-0.13425925925925927,4.3359375,0.298828125,0.7083333333333334,4.015625,-0.021484375,-0.05092592592592592,4.076171875,0.0390625,0.09259259259259259
234,DWI,5,4.322265625,4.1171875,-0.109375,0.205078125,4.109375,-0.0078125,-0.0380952380952381,4.13671875,0.01953125,0.09523809523809523,4.11328125,-0.00390625,-0.01904761904761905,4.13671875,0.01953125,0.09523809523809523,4.3203125,0.203125,0.9904761904761905,4.14453125,0.02734375,0.13333333333333333,4.17578125,0.05859375,0.2857142857142857
235,EBL,1,2.041015625,2.11328125,-0.09375,-0.072265625,2.07421875,-0.0390625,0.5405405405405406,2.087890625,-0.025390625,0.35135135135135137,2.0703125,-0.04296875,0.5945945945945946,2.083984375,-0.029296875,0.40540540540540543,2.0,-0.11328125,1.5675675675675675,2.1171875,0.00390625,-0.05405405405405406,2.080078125,-0.033203125,0.4594594594594595
236,EBL,2,2.087890625,2.0625,-3.5224609375,0.025390625,2.029296875,-0.033203125,-1.3076923076923077,2.091796875,0.029296875,1.1538461538461537,2.0625,0.0,0.0,2.046875,-0.015625,-0.6153846153846154,1.30859375,-0.75390625,-29.692307692307693,2.06640625,0.00390625,0.15384615384615385,2.0625,0.0,0.0
237,EBL,3,2.203125,2.28125,-2.755859375,-0.078125,2.2890625,0.0078125,-0.1,2.30078125,0.01953125,-0.25,2.302734375,0.021484375,-0.275,2.314453125,0.033203125,-0.425,2.130859375,-0.150390625,1.925,2.31640625,0.03515625,-0.45,2.30078125,0.01953125,-0.25
238,EBL,4,2.095703125,1.9140625,-0.470703125,0.181640625,1.94140625,0.02734375,0.15053763440860216,1.8984375,-0.015625,-0.08602150537634409,1.90234375,-0.01171875,-0.06451612903225806,1.890625,-0.0234375,-0.12903225806451613,1.8359375,-0.078125,-0.43010752688172044,1.931640625,0.017578125,0.0967741935483871,1.90234375,-0.01171875,-0.06451612903225806
239,EBL,5,2.2568359375,2.205078125,-2.189453125,0.0517578125,2.20703125,0.001953125,0.03773584905660377,2.185546875,-0.01953125,-0.37735849056603776,2.201171875,-0.00390625,-0.07547169811320754,2.18359375,-0.021484375,-0.41509433962264153,2.072265625,-0.1328125,-2.5660377358490565,2.201171875,-0.00390625,-0.07547169811320754,2.220703125,0.015625,0.3018867924528302
240,ECG,1,1.533203125,1.400390625,0.595703125,0.1328125,1.375,-0.025390625,-0.19117647058823528,1.40234375,0.001953125,0.014705882352941176,1.375,-0.025390625,-0.19117647058823528,1.400390625,0.0,0.0,1.37109375,-0.029296875,-0.22058823529411764,1.400390625,0.0,0.0,1.40234375,0.001953125,0.014705882352941176
241,ECG,2,1.4375,1.185546875,0.03125,0.251953125,1.1875,0.001953125,0.007751937984496124,1.1875,0.001953125,0.007751937984496124,1.1875,0.001953125,0.007751937984496124,1.1875,0.001953125,0.007751937984496124,1.2265625,0.041015625,0.16279069767441862,1.19140625,0.005859375,0.023255813953488372,1.1875,0.001953125,0.007751937984496124
242,ECG,3,1.52734375,1.22265625,0.185546875,0.3046875,1.18359375,-0.0390625,-0.1282051282051282,1.19140625,-0.03125,-0.10256410256410256,1.19140625,-0.03125,-0.10256410256410256,1.19140625,-0.03125,-0.10256410256410256,1.1953125,-0.02734375,-0.08974358974358974,1.19140625,-0.03125,-0.10256410256410256,1.19140625,-0.03125,-0.10256410256410256
243,ECG,4,1.5625,1.310546875,0.3125,0.251953125,1.310546875,0.0,0.0,1.283203125,-0.02734375,-0.10852713178294573,1.283203125,-0.02734375,-0.10852713178294573,1.310546875,0.0,0.0,1.3125,0.001953125,0.007751937984496124,1.310546875,0.0,0.0,1.3125,0.001953125,0.007751937984496124
244,ECG,5,1.349609375,0.875,0.15625,0.474609375,0.875,0.0,0.0,0.87890625,0.00390625,0.00823045267489712,0.876953125,0.001953125,0.00411522633744856,0.84375,-0.03125,-0.06584362139917696,0.875,0.0,0.0,0.876953125,0.001953125,0.00411522633744856,0.875,0.0,0.0
245,ECT,1,3.501953125,3.32421875,-0.583984375,0.177734375,3.32421875,0.0,0.0,3.3203125,-0.00390625,-0.02197802197802198,3.310546875,-0.013671875,-0.07692307692307693,3.30859375,-0.015625,-0.08791208791208792,3.31640625,-0.0078125,-0.04395604395604396,3.33984375,0.015625,0.08791208791208792,3.322265625,-0.001953125,-0.01098901098901099
246,ECT,2,3.72265625,3.537109375,0.265625,0.185546875,3.546875,0.009765625,0.05263157894736842,3.548828125,0.01171875,0.06315789473684211,3.544921875,0.0078125,0.042105263157894736,3.533203125,-0.00390625,-0.021052631578947368,3.4921875,-0.044921875,-0.24210526315789474,3.533203125,-0.00390625,-0.021052631578947368,3.548828125,0.01171875,0.06315789473684211
247,ECT,3,3.732421875,3.396484375,0.33203125,0.3359375,3.4453125,0.048828125,0.14534883720930233,3.416015625,0.01953125,0.05813953488372093,3.427734375,0.03125,0.09302325581395349,3.431640625,0.03515625,0.10465116279069768,3.47265625,0.076171875,0.22674418604651161,3.43359375,0.037109375,0.11046511627906977,3.4140625,0.017578125,0.05232558139534884
248,ECT,4,3.384765625,3.27734375,1.12890625,0.107421875,3.2890625,0.01171875,0.10909090909090909,3.265625,-0.01171875,-0.10909090909090909,3.265625,-0.01171875,-0.10909090909090909,3.28515625,0.0078125,0.07272727272727272,3.26171875,-0.015625,-0.14545454545454545,3.2890625,0.01171875,0.10909090909090909,3.26171875,-0.015625,-0.14545454545454545
249,ECT,5,3.5732421875,3.310546875,0.462890625,0.2626953125,3.271484375,-0.0390625,-0.14869888475836432,3.306640625,-0.00390625,-0.01486988847583643,3.2734375,-0.037109375,-0.1412639405204461,3.3203125,0.009765625,0.03717472118959108,3.14453125,-0.166015625,-0.6319702602230484,3.322265625,0.01171875,0.04460966542750929,3.2734375,-0.037109375,-0.1412639405204461
250,EDD,1,0.947265625,0.3203125,-0.201171875,0.626953125,0.271484375,-0.048828125,-0.0778816199376947,0.3203125,0.0,0.0,0.2734375,-0.046875,-0.07476635514018691,0.30078125,-0.01953125,-0.03115264797507788,0.375,0.0546875,0.08722741433021806,0.31640625,-0.00390625,-0.006230529595015576,0.31640625,-0.00390625,-0.006230529595015576
251,EDD,2,0.8212890625,-0.021484375,-0.220703125,0.8427734375,0.013671875,0.03515625,0.04171494785631518,0.015625,0.037109375,0.0440324449594438,-0.015625,0.005859375,0.006952491309385863,-0.021484375,0.0,0.0,0.078125,0.099609375,0.11819235225955968,-0.013671875,0.0078125,0.009269988412514484,-0.0234375,-0.001953125,-0.002317497103128621
252,EDD,3,0.638671875,0.212890625,-0.060546875,0.42578125,0.203125,-0.009765625,-0.022935779816513763,0.203125,-0.009765625,-0.022935779816513763,0.201171875,-0.01171875,-0.027522935779816515,0.216796875,0.00390625,0.009174311926605505,0.32421875,0.111328125,0.26146788990825687,0.208984375,-0.00390625,-0.009174311926605505,0.19921875,-0.013671875,-0.03211009174311927
253,EDD,4,1.1259765625,0.193359375,-0.30859375,0.9326171875,0.20703125,0.013671875,0.014659685863874346,0.1953125,0.001953125,0.0020942408376963353,0.220703125,0.02734375,0.02931937172774869,0.197265625,0.00390625,0.004188481675392671,0.314453125,0.12109375,0.12984293193717278,0.22265625,0.029296875,0.031413612565445025,0.248046875,0.0546875,0.05863874345549738
